country,year,population,life_expectancy_tidy,gni_per_capita_tidy
United Arab Emirates,1999,2.97M,69.2,3550
Argentina,1999,36.5M,73.8,11.3k
Armenia,1999,3.09M,71.9,2510
Antigua and Barbuda,1999,74.7k,74.7,15.3k
Australia,1999,18.8M,79.4,24.5k
Austria,1999,8.05M,78.2,27.2k
Azerbaijan,1999,8.05M,66.2,3130
Burundi,1999,6.27M,44.3,520
Belgium,1999,10.3M,77.8,26k
Benin,1999,6.66M,57.3,1670
Burkina Faso,1999,11.3M,52.1,910
Bangladesh,1999,125M,65.1,1300
Bulgaria,1999,8.07M,70.0,5730
Bahrain,1999,637k,71.2,39.2k
Bahamas,1999,294k,70.8,26.3k
Bosnia and Herzegovina,1999,3.74M,75.4,4540
Belarus,1999,9.92M,68.2,5350
Belize,1999,239k,70.3,4710
Bolivia,1999,8.26M,66.0,3270
Brazil,1999,172M,70.8,8160
Barbados,1999,270k,74.8,11.6k
Brunei,1999,326k,72.3,64.5k
Bhutan,1999,578k,66.0,2140
Botswana,1999,1.61M,46.4,7870
Central African Republic,1999,3.56M,43.8,690
Canada,1999,30.3M,79.1,26.9k
Switzerland,1999,7.12M,80.1,36.7k
Chile,1999,15.2M,76.5,8700
China,1999,1.28B,71.2,2620
Cote d'Ivoire,1999,16M,51.0,2050
Cameroon,1999,15.1M,54.8,1890
"Congo, Dem. Rep.",1999,45.9M,53.5,440
"Congo, Rep.",1999,3.04M,52.2,2510
Colombia,1999,39M,74.1,6380
Comoros,1999,529k,61.2,1630
Cape Verde,1999,420k,69.7,2600
Costa Rica,1999,3.89M,77.3,7250
Cuba,1999,11.1M,76.6,
Cyprus,1999,926k,76.3,18.5k
Czech Republic,1999,10.3M,75.0,15.1k
Germany,1999,81.4M,78.1,26.1k
Djibouti,1999,700k,60.3,26.1k
Dominica,1999,69.8k,72.1,5720
Denmark,1999,5.32M,76.7,26.4k
Dominican Republic,1999,8.34M,73.4,6140
Algeria,1999,30.6M,70.7,7690
Ecuador,1999,12.4M,74.2,5370
Egypt,1999,67.5M,67.9,5460
Eritrea,1999,2.24M,47.3,1600
Spain,1999,40.5M,79.1,19.8k
Estonia,1999,1.4M,70.7,19.8k
Ethiopia,1999,64.3M,50.8,460
Finland,1999,5.18M,77.8,24.5k
Fiji,1999,806k,65.9,5650
France,1999,58.7M,78.9,24.8k
"Micronesia, Fed. Sts.",1999,108k,62.8,2380
Gabon,1999,1.2M,59.8,12.5k
United Kingdom,1999,58.7M,77.6,24.4k
Georgia,1999,4.46M,70.7,3080
Ghana,1999,18.8M,59.7,1690
Guinea,1999,8.05M,54.4,1180
Gambia,1999,1.28M,61.5,1740
Guinea-Bissau,1999,1.18M,50.0,980
Equatorial Guinea,1999,582k,56.6,6470
Greece,1999,11M,78.2,6470
Grenada,1999,102k,71.9,6760
Guatemala,1999,11.4M,66.4,4550
Guyana,1999,750k,64.1,5710
"Hong Kong, China",1999,6.52M,80.0,26.4k
Honduras,1999,6.4M,69.9,2370
Holy See,1999,788,,
Croatia,1999,4.46M,74.1,9750
Haiti,1999,8.32M,57.0,2160
Hungary,1999,10.2M,71.1,10.2k
Indonesia,1999,209M,67.0,4140
India,1999,1.04B,62.6,1990
Ireland,1999,3.73M,76.4,23.6k
Iran,1999,64.8M,71.6,9670
Iraq,1999,22.8M,68.3,9370
Iceland,1999,278k,79.9,29k
Israel,1999,5.82M,78.7,21.6k
Italy,1999,56.7M,79.3,25.6k
Jamaica,1999,2.63M,74.5,5980
Jordan,1999,5.03M,72.5,5560
Japan,1999,127M,81.2,26.1k
Kazakhstan,1999,15M,64.8,6640
Kenya,1999,31.1M,54.9,1810
Kyrgyz Republic,1999,4.86M,67.6,1650
Cambodia,1999,11.9M,60.0,950
Kiribati,1999,83k,56.2,2400
St. Kitts and Nevis,1999,43.6k,69.5,13.5k
South Korea,1999,47M,76.0,16.6k
Kuwait,1999,1.95M,77.8,64.3k
Lao,1999,5.24M,57.8,1700
Lebanon,1999,3.75M,74.6,8970
Liberia,1999,2.7M,53.8,8970
Libya,1999,5.28M,74.9,8970
St. Lucia,1999,155k,73.1,8250
Liechtenstein,1999,32.8k,,
Sri Lanka,1999,18.7M,71.6,3970
Lesotho,1999,2.02M,50.2,1560
Lithuania,1999,3.53M,71.9,7630
Luxembourg,1999,431k,77.8,46k
Latvia,1999,2.41M,70.1,7340
Morocco,1999,28.5M,68.9,3410
Monaco,1999,31.8k,78.8,
Moldova,1999,4.23M,68.8,3030
Madagascar,1999,15.3M,59.1,1220
Maldives,1999,274k,71.6,7720
Mexico,1999,97.5M,73.7,10.2k
Marshall Islands,1999,50.4k,63.0,3070
North Macedonia,1999,2.02M,71.4,5620
Mali,1999,10.6M,52.9,1130
Malta,1999,391k,78.6,15.3k
Myanmar,1999,46.2M,58.5,730
Montenegro,1999,615k,73.6,730
Mongolia,1999,2.38M,60.7,3640
Mozambique,1999,17.2M,52.4,470
Mauritania,1999,2.56M,63.1,3230
Mauritius,1999,1.18M,71.9,8210
Malawi,1999,10.9M,45.5,940
Malaysia,1999,22.7M,72.1,11.1k
Namibia,1999,1.76M,55.2,4920
Niger,1999,10.9M,51.5,830
Nigeria,1999,119M,54.6,2140
Nicaragua,1999,4.99M,73.3,2550
Netherlands,1999,15.8M,78.1,29.7k
Norway,1999,4.47M,78.7,30.3k
Nepal,1999,23.5M,64.8,1270
Nauru,1999,10.4k,59.3,1270
New Zealand,1999,3.82M,78.0,19.4k
Oman,1999,2.25M,68.8,36.4k
Pakistan,1999,139M,60.9,2470
Panama,1999,2.97M,77.3,7660
Peru,1999,26.1M,74.4,4790
Philippines,1999,76.3M,70.5,3730
Palau,1999,18.8k,66.2,3730
Papua New Guinea,1999,5.72M,63.3,2020
Poland,1999,38.6M,73.2,9980
North Korea,1999,22.7M,62.5,
Portugal,1999,10.3M,76.4,17.7k
Paraguay,1999,5.22M,75.5,6230
Palestine,1999,3.12M,71.9,3570
Qatar,1999,570k,70.6,3570
Romania,1999,22.3M,70.7,5530
Russia,1999,147M,66.2,5680
Rwanda,1999,7.5M,49.3,600
Saudi Arabia,1999,20.2M,70.2,38.3k
Sudan,1999,26.6M,62.9,2400
Senegal,1999,9.57M,60.1,1900
Singapore,1999,3.95M,78.8,40.5k
Solomon Islands,1999,402k,57.0,1850
Sierra Leone,1999,4.46M,50.0,630
El Salvador,1999,5.84M,72.8,4240
San Marino,1999,27.1k,81.5,
Somalia,1999,8.55M,51.1,4240
Serbia,1999,9.58M,68.9,5530
South Sudan,1999,5.93M,56.3,5530
Sao Tome and Principe,1999,140k,64.6,5530
Suriname,1999,465k,70.2,7160
Slovak Republic,1999,5.4M,73.3,10.7k
Slovenia,1999,1.99M,75.8,17.1k
Sweden,1999,8.87M,79.8,27.4k
Eswatini,1999,994k,50.7,4850
Seychelles,1999,79.9k,71.8,13.3k
Syria,1999,16M,70.9,
Chad,1999,8.05M,52.5,780
Togo,1999,4.78M,56.5,960
Thailand,1999,62.3M,71.4,6700
Tajikistan,1999,6.12M,66.3,940
Turkmenistan,1999,4.47M,65.5,4000
Timor-Leste,1999,873k,58.5,4000
Tonga,1999,97.5k,70.6,3670
Trinidad and Tobago,1999,1.26M,69.8,12.6k
Tunisia,1999,9.61M,74.0,5690
Turkey,1999,62.3M,72.8,8650
Tuvalu,1999,9340,64.0,8650
Taiwan,1999,21.8M,76.5,
Tanzania,1999,32.7M,53.0,1130
Uganda,1999,23M,49.1,1110
Ukraine,1999,49.3M,68.3,3790
Uruguay,1999,3.31M,74.4,10.3k
United States,1999,279M,76.9,34.7k
Uzbekistan,1999,24.4M,65.5,2520
St. Vincent and the Grenadines,1999,108k,71.1,5690
Venezuela,1999,23.7M,70.3,11.1k
Vietnam,1999,79M,72.0,1810
Vanuatu,1999,181k,63.0,2060
Samoa,1999,174k,68.3,2060
Yemen,1999,16.9M,63.0,2550
South Africa,1999,44.3M,57.2,7920
Zambia,1999,10.1M,45.3,1510
Zimbabwe,1999,11.8M,48.5,2230
Afghanistan,2000,20.8M,54.7,31.6k
Angola,2000,16.4M,52.8,2790
Albania,2000,3.13M,75.4,3980
Andorra,2000,65.4k,80.8,
United Arab Emirates,2000,3.13M,69.1,103k
Argentina,2000,36.9M,74.2,11.3k
Armenia,2000,3.07M,72.4,2740
Antigua and Barbuda,2000,76k,74.8,15.9k
Australia,2000,19M,79.7,25.6k
Austria,2000,8.07M,78.5,29.1k
Azerbaijan,2000,8.12M,66.5,3320
Burundi,2000,6.38M,44.7,540
Belgium,2000,10.3M,78.0,28.5k
Benin,2000,6.87M,57.4,1750
Burkina Faso,2000,11.6M,52.5,920
Bangladesh,2000,128M,65.5,1370
Bulgaria,2000,8M,70.2,6270
Bahrain,2000,665k,71.7,41.1k
Bahamas,2000,298k,71.3,27.6k
Bosnia and Herzegovina,2000,3.75M,75.5,5030
Belarus,2000,9.87M,69.0,5780
Belize,2000,247k,70.0,5210
Bolivia,2000,8.42M,66.5,3350
Brazil,2000,175M,71.2,8800
Barbados,2000,272k,74.7,12.3k
Brunei,2000,333k,72.5,66.4k
Bhutan,2000,591k,65.7,2690
Botswana,2000,1.64M,45.5,7930
Central African Republic,2000,3.64M,43.8,660
Canada,2000,30.6M,79.4,28.6k
Switzerland,2000,7.14M,80.3,39.1k
Chile,2000,15.3M,76.9,9200
China,2000,1.29B,71.3,2890
Cote d'Ivoire,2000,16.5M,51.1,1920
Cameroon,2000,15.5M,54.5,1910
"Congo, Dem. Rep.",2000,47.1M,53.9,440
"Congo, Rep.",2000,3.13M,53.0,2710
Colombia,2000,39.6M,74.2,6550
Comoros,2000,542k,61.4,1800
Cape Verde,2000,428k,70.3,2960
Costa Rica,2000,3.96M,77.9,7480
Cuba,2000,11.1M,77.0,
Cyprus,2000,943k,76.7,19.5k
Czech Republic,2000,10.3M,75.2,15.9k
Germany,2000,81.4M,78.4,27.1k
Djibouti,2000,718k,60.4,27.1k
Dominica,2000,69.7k,72.1,5750
Denmark,2000,5.34M,77.2,28k
Dominican Republic,2000,8.47M,73.7,6480
Algeria,2000,31M,71.0,8030
Ecuador,2000,12.7M,74.5,5450
Egypt,2000,68.8M,68.5,5820
Eritrea,2000,2.29M,54.8,1530
Spain,2000,40.8M,79.5,21.4k
Estonia,2000,1.4M,71.0,9070
Ethiopia,2000,66.2M,51.1,480
Finland,2000,5.19M,78.0,26.6k
Fiji,2000,811k,65.8,5950
France,2000,59M,79.2,26.5k
"Micronesia, Fed. Sts.",2000,107k,62.6,2550
Gabon,2000,1.23M,59.6,11.8k
United Kingdom,2000,58.9M,78.0,26.6k
Georgia,2000,4.36M,70.7,3140
Ghana,2000,19.3M,59.6,1740
Guinea,2000,8.24M,54.3,1200
Gambia,2000,1.32M,61.6,1810
Guinea-Bissau,2000,1.2M,51.5,1040
Equatorial Guinea,2000,606k,57.6,5890
Greece,2000,11.1M,78.4,5890
Grenada,2000,103k,72.0,7150
Guatemala,2000,11.7M,66.7,4700
Guyana,2000,747k,64.0,5870
"Hong Kong, China",2000,6.61M,80.4,28.5k
Honduras,2000,6.57M,70.1,2510
Holy See,2000,790,,
Croatia,2000,4.43M,74.7,10.5k
Haiti,2000,8.46M,57.4,2190
Hungary,2000,10.2M,71.9,11.2k
Indonesia,2000,212M,67.2,4430
India,2000,1.06B,62.9,2070
Ireland,2000,3.78M,76.8,26.3k
Iran,2000,65.6M,71.9,10.3k
Iraq,2000,23.5M,68.6,11k
Iceland,2000,280k,80.3,28.7k
Israel,2000,5.95M,78.9,23.4k
Italy,2000,56.7M,79.6,27k
Jamaica,2000,2.65M,74.6,6110
Jordan,2000,5.12M,72.9,6010
Japan,2000,128M,81.6,27.7k
Kazakhstan,2000,14.9M,64.7,7250
Kenya,2000,32M,54.8,1820
Kyrgyz Republic,2000,4.92M,67.2,1750
Cambodia,2000,12.2M,60.4,1040
Kiribati,2000,84.4k,56.4,2570
St. Kitts and Nevis,2000,44.1k,69.9,15.1k
South Korea,2000,47.4M,76.3,18.4k
Kuwait,2000,2.05M,78.1,66.2k
Lao,2000,5.32M,58.4,1760
Lebanon,2000,3.84M,74.8,9120
Liberia,2000,2.85M,54.8,880
Libya,2000,5.36M,74.9,880
St. Lucia,2000,157k,73.4,8330
Liechtenstein,2000,33.2k,,
Sri Lanka,2000,18.8M,71.5,4270
Lesotho,2000,2.03M,48.5,1600
Lithuania,2000,3.5M,72.2,8290
Luxembourg,2000,436k,78.0,48.8k
Latvia,2000,2.38M,70.7,8030
Morocco,2000,28.8M,69.5,3510
Monaco,2000,32.1k,78.8,
Moldova,2000,4.2M,68.9,3240
Madagascar,2000,15.8M,59.5,1270
Maldives,2000,279k,72.2,8060
Mexico,2000,98.9M,74.2,10.8k
Marshall Islands,2000,50.8k,62.7,3180
North Macedonia,2000,2.03M,71.5,6040
Mali,2000,10.9M,53.3,1120
Malta,2000,394k,78.8,17.7k
Myanmar,2000,46.7M,58.9,810
Montenegro,2000,614k,73.7,6310
Mongolia,2000,2.4M,61.0,3710
Mozambique,2000,17.7M,52.2,460
Mauritania,2000,2.63M,63.6,3070
Mauritius,2000,1.19M,72.3,9000
Malawi,2000,11.1M,45.9,960
Malaysia,2000,23.2M,73.0,11.9k
Namibia,2000,1.79M,53.9,5230
Niger,2000,11.3M,51.9,810
Nigeria,2000,122M,54.6,2090
Nicaragua,2000,5.07M,73.7,2670
Netherlands,2000,15.9M,78.3,32.4k
Norway,2000,4.5M,78.9,36.4k
Nepal,2000,23.9M,65.4,1360
Nauru,2000,10.3k,59.1,1360
New Zealand,2000,3.86M,78.4,20.3k
Oman,2000,2.27M,69.1,39.4k
Pakistan,2000,142M,61.0,2560
Panama,2000,3.03M,78.0,7990
Peru,2000,26.5M,74.6,4930
Philippines,2000,78M,70.3,3760
Palau,2000,19.1k,66.4,11.1k
Papua New Guinea,2000,5.85M,63.1,2000
Poland,2000,38.6M,73.9,10.6k
North Korea,2000,22.9M,63.9,
Portugal,2000,10.3M,76.8,18.6k
Paraguay,2000,5.32M,75.6,5820
Palestine,2000,3.22M,70.2,3100
Qatar,2000,592k,71.2,89.2k
Romania,2000,22.1M,71.2,5810
Russia,2000,146M,65.6,6650
Rwanda,2000,7.93M,50.5,630
Saudi Arabia,2000,20.7M,70.4,40.1k
Sudan,2000,27.3M,63.3,2520
Senegal,2000,9.8M,60.6,1970
Singapore,2000,4.03M,79.4,43.6k
Solomon Islands,2000,413k,57.0,1620
Sierra Leone,2000,4.58M,51.6,670
El Salvador,2000,5.89M,73.1,4370
San Marino,2000,27.5k,81.5,
Somalia,2000,8.87M,51.4,4370
Serbia,2000,9.49M,71.4,6020
South Sudan,2000,6.2M,57.0,6020
Sao Tome and Principe,2000,142k,65.0,6020
Suriname,2000,471k,69.8,7340
Slovak Republic,2000,5.4M,73.7,11.3k
Slovenia,2000,1.99M,76.3,18k
Sweden,2000,8.88M,80.0,29.6k
Eswatini,2000,1.01M,48.3,4810
Seychelles,2000,81k,72.2,13.5k
Syria,2000,16.4M,71.6,
Chad,2000,8.36M,52.3,760
Togo,2000,4.92M,56.4,950
Thailand,2000,63M,71.8,7160
Tajikistan,2000,6.22M,66.6,1000
Turkmenistan,2000,4.52M,66.3,4120
Timor-Leste,2000,884k,65.5,1760
Tonga,2000,98k,70.7,3700
Trinidad and Tobago,2000,1.27M,70.5,13.4k
Tunisia,2000,9.71M,74.3,6000
Turkey,2000,63.2M,74.7,9490
Tuvalu,2000,9390,61.5,9490
Taiwan,2000,22M,76.9,
Tanzania,2000,33.5M,53.4,1180
Uganda,2000,23.7M,49.6,1130
Ukraine,2000,48.8M,68.0,3990
Uruguay,2000,3.32M,74.8,10.2k
United States,2000,282M,77.0,36.8k
Uzbekistan,2000,24.8M,65.1,2620
St. Vincent and the Grenadines,2000,108k,71.1,5920
Venezuela,2000,24.2M,74.2,11.6k
Vietnam,2000,79.9M,72.2,1960
Vanuatu,2000,185k,63.6,2120
Samoa,2000,174k,68.5,2120
Yemen,2000,17.4M,63.5,2720
South Africa,2000,45M,55.6,8320
Zambia,2000,10.4M,45.3,1570
Zimbabwe,2000,11.9M,47.5,2190
Afghanistan,2001,21.6M,54.8,30.1k
Angola,2001,16.9M,53.4,2910
Albania,2001,3.13M,76.0,4440
Andorra,2001,67.3k,80.9,
United Arab Emirates,2001,3.3M,69.2,101k
Argentina,2001,37.3M,74.3,10.9k
Armenia,2001,3.05M,72.5,3090
Antigua and Barbuda,2001,77.2k,75.1,15.7k
Australia,2001,19.2M,80.1,26.7k
Austria,2001,8.1M,78.9,29.3k
Azerbaijan,2001,8.2M,67.1,3680
Burundi,2001,6.53M,45.8,530
Belgium,2001,10.3M,78.3,29.3k
Benin,2001,7.08M,57.6,1830
Burkina Faso,2001,11.9M,52.9,970
Bangladesh,2001,130M,66.0,1450
Bulgaria,2001,7.93M,70.4,6970
Bahrain,2001,698k,73.4,40.6k
Bahamas,2001,303k,71.3,28.3k
Bosnia and Herzegovina,2001,3.76M,75.3,5190
Belarus,2001,9.81M,68.6,6230
Belize,2001,255k,70.6,5320
Bolivia,2001,8.58M,67.2,3410
Brazil,2001,177M,71.5,8960
Barbados,2001,272k,75.2,12.2k
Brunei,2001,340k,72.8,68.3k
Bhutan,2001,604k,67.1,2920
Botswana,2001,1.67M,45.0,8290
Central African Republic,2001,3.72M,43.9,700
Canada,2001,30.9M,79.6,29.4k
Switzerland,2001,7.18M,80.6,39.3k
Chile,2001,15.5M,77.0,9630
China,2001,1.3B,71.7,3160
Cote d'Ivoire,2001,16.9M,51.5,1890
Cameroon,2001,15.9M,54.3,1970
"Congo, Dem. Rep.",2001,48.4M,54.2,410
"Congo, Rep.",2001,3.22M,54.0,2780
Colombia,2001,40.3M,74.4,6670
Comoros,2001,556k,62.2,1840
Cape Verde,2001,436k,70.6,3080
Costa Rica,2001,4.03M,77.9,7770
Cuba,2001,11.2M,77.2,
Cyprus,2001,960k,77.1,21.2k
Czech Republic,2001,10.3M,75.5,17.1k
Germany,2001,81.5M,78.7,28.2k
Djibouti,2001,733k,60.5,28.2k
Dominica,2001,69.7k,72.2,6160
Denmark,2001,5.36M,77.3,29k
Dominican Republic,2001,8.6M,73.8,6680
Algeria,2001,31.5M,71.3,8520
Ecuador,2001,12.9M,75.0,5790
Egypt,2001,70.2M,68.3,6080
Eritrea,2001,2.37M,56.1,1630
Spain,2001,41.3M,79.8,22.6k
Estonia,2001,1.39M,70.8,9810
Ethiopia,2001,68.2M,53.3,520
Finland,2001,5.2M,78.4,27.8k
Fiji,2001,814k,66.2,6010
France,2001,59.4M,79.3,28k
"Micronesia, Fed. Sts.",2001,107k,63.2,2660
Gabon,2001,1.26M,59.5,12.3k
United Kingdom,2001,59.1M,78.3,28k
Georgia,2001,4.3M,70.8,3400
Ghana,2001,19.8M,59.5,1810
Guinea,2001,8.42M,54.7,1240
Gambia,2001,1.36M,61.7,1900
Guinea-Bissau,2001,1.23M,51.8,1050
Equatorial Guinea,2001,632k,58.9,6420
Greece,2001,11.1M,78.7,6420
Grenada,2001,103k,72.1,7010
Guatemala,2001,11.9M,67.2,4840
Guyana,2001,745k,63.9,6120
"Hong Kong, China",2001,6.66M,80.7,29.5k
Honduras,2001,6.75M,70.2,2560
Holy See,2001,792,,
Croatia,2001,4.41M,74.9,11.4k
Haiti,2001,8.61M,57.8,2190
Hungary,2001,10.2M,72.5,12.4k
Indonesia,2001,214M,67.5,4770
India,2001,1.08B,63.3,2190
Ireland,2001,3.84M,77.3,27.8k
Iran,2001,66.4M,72.2,10.5k
Iraq,2001,24.2M,69.0,11.1k
Iceland,2001,283k,80.6,30.8k
Israel,2001,6.06M,79.0,23.9k
Italy,2001,56.9M,79.9,27.9k
Jamaica,2001,2.67M,74.7,6220
Jordan,2001,5.22M,73.0,6380
Japan,2001,128M,81.9,28.4k
Kazakhstan,2001,14.9M,64.7,8540
Kenya,2001,32.8M,54.9,1870
Kyrgyz Republic,2001,4.96M,67.3,1910
Cambodia,2001,12.4M,60.9,1120
Kiribati,2001,85.8k,56.7,2710
St. Kitts and Nevis,2001,44.6k,70.3,16k
South Korea,2001,47.7M,76.9,19.6k
Kuwait,2001,2.1M,79.2,63.8k
Lao,2001,5.41M,59.0,1870
Lebanon,2001,3.99M,75.1,9110
Liberia,2001,2.95M,55.7,830
Libya,2001,5.44M,75.0,830
St. Lucia,2001,158k,73.5,8030
Liechtenstein,2001,33.5k,,
Sri Lanka,2001,18.9M,72.6,4270
Lesotho,2001,2.04M,47.3,1920
Lithuania,2001,3.47M,71.7,9310
Luxembourg,2001,440k,78.4,50k
Latvia,2001,2.36M,70.1,9070
Morocco,2001,29.1M,69.9,3810
Monaco,2001,32.5k,78.9,
Moldova,2001,4.19M,69.2,3600
Madagascar,2001,16.3M,60.0,1340
Maldives,2001,286k,72.8,7880
Mexico,2001,100M,74.6,10.9k
Marshall Islands,2001,51.4k,63.0,3400
North Macedonia,2001,2.04M,71.4,6010
Mali,2001,11.3M,53.8,1240
Malta,2001,396k,79.0,18.6k
Myanmar,2001,47.2M,59.4,880
Montenegro,2001,613k,73.8,7110
Mongolia,2001,2.42M,61.3,3880
Mozambique,2001,18.2M,52.3,510
Mauritania,2001,2.7M,64.1,2940
Mauritius,2001,1.19M,72.6,9490
Malawi,2001,11.4M,46.3,910
Malaysia,2001,23.7M,73.3,12k
Namibia,2001,1.82M,53.1,5280
Niger,2001,11.8M,52.3,860
Nigeria,2001,125M,54.8,2290
Nicaragua,2001,5.15M,73.7,2750
Netherlands,2001,16M,78.4,33k
Norway,2001,4.52M,79.1,37.8k
Nepal,2001,24.3M,66.1,1430
Nauru,2001,10.2k,58.9,1430
New Zealand,2001,3.91M,78.6,21.4k
Oman,2001,2.29M,69.5,41.4k
Pakistan,2001,146M,61.2,2630
Panama,2001,3.09M,78.1,8040
Peru,2001,26.8M,75.5,5040
Philippines,2001,79.7M,70.2,3890
Palau,2001,19.4k,66.5,12k
Papua New Guinea,2001,5.97M,62.9,1970
Poland,2001,38.5M,74.3,11.1k
North Korea,2001,23.1M,64.0,
Portugal,2001,10.3M,77.2,19.2k
Paraguay,2001,5.43M,76.0,5890
Palestine,2001,3.31M,69.6,2710
Qatar,2001,615k,71.5,95.1k
Romania,2001,22M,71.2,6480
Russia,2001,146M,65.5,7260
Rwanda,2001,8.23M,51.5,670
Saudi Arabia,2001,21.2M,70.6,39.6k
Sudan,2001,28M,63.7,2700
Senegal,2001,10M,61.1,2060
Singapore,2001,4.08M,79.8,42.9k
Solomon Islands,2001,424k,56.9,1500
Sierra Leone,2001,4.75M,52.2,620
El Salvador,2001,5.93M,73.0,4480
San Marino,2001,27.8k,81.6,
Somalia,2001,9.19M,51.8,4480
Serbia,2001,9.41M,71.9,6490
South Sudan,2001,6.45M,57.7,6490
Sao Tome and Principe,2001,145k,65.5,1770
Suriname,2001,477k,69.6,7240
Slovak Republic,2001,5.4M,73.9,12.4k
Slovenia,2001,1.99M,76.3,18.9k
Sweden,2001,8.9M,80.2,29.9k
Eswatini,2001,1.01M,46.3,5160
Seychelles,2001,82.4k,72.3,13.8k
Syria,2001,16.8M,72.4,
Chad,2001,8.68M,52.5,830
Togo,2001,5.06M,56.3,960
Thailand,2001,63.5M,72.8,7430
Tajikistan,2001,6.32M,66.8,1100
Turkmenistan,2001,4.56M,66.7,4420
Timor-Leste,2001,901k,65.8,1930
Tonga,2001,98.5k,71.0,3860
Trinidad and Tobago,2001,1.27M,70.6,14.5k
Tunisia,2001,9.79M,74.5,6320
Turkey,2001,64.2M,75.0,9050
Tuvalu,2001,9480,64.7,4730
Taiwan,2001,22.1M,77.2,
Tanzania,2001,34.4M,54.0,1230
Uganda,2001,24.4M,50.3,1170
Ukraine,2001,48.4M,68.2,4550
Uruguay,2001,3.33M,75.0,10k
United States,2001,285M,77.1,37.7k
Uzbekistan,2001,25.1M,65.1,2750
St. Vincent and the Grenadines,2001,108k,71.7,6210
Venezuela,2001,24.6M,74.1,12k
Vietnam,2001,80.7M,72.4,2110
Vanuatu,2001,189k,63.6,2110
Samoa,2001,175k,68.6,2110
Yemen,2001,17.9M,64.0,2840
South Africa,2001,45.6M,54.8,8560
Zambia,2001,10.7M,45.2,1660
Zimbabwe,2001,11.9M,47.0,2270
Afghanistan,2002,22.6M,55.5,27.8k
Angola,2002,17.5M,54.5,3380
Albania,2002,3.13M,75.9,4780
Andorra,2002,70k,81.1,
United Arab Emirates,2002,3.48M,69.4,96.3k
Argentina,2002,37.7M,74.3,9540
Armenia,2002,3.03M,72.7,3580
Antigua and Barbuda,2002,78.3k,75.4,15.5k
Australia,2002,19.4M,80.3,28k
Austria,2002,8.13M,79.0,31k
Azerbaijan,2002,8.28M,67.2,4030
Burundi,2002,6.7M,46.9,550
Belgium,2002,10.4M,78.5,30.8k
Benin,2002,7.3M,57.9,1880
Burkina Faso,2002,12.3M,53.4,1000
Bangladesh,2002,132M,66.3,1510
Bulgaria,2002,7.87M,70.7,7950
Bahrain,2002,735k,72.7,39.6k
Bahamas,2002,308k,71.9,29.1k
Bosnia and Herzegovina,2002,3.76M,75.1,5530
Belarus,2002,9.75M,68.0,6700
Belize,2002,262k,71.4,5530
Bolivia,2002,8.74M,67.6,3490
Brazil,2002,180M,71.8,9250
Barbados,2002,273k,75.1,12.4k
Brunei,2002,347k,72.9,70.7k
Bhutan,2002,616k,67.7,3180
Botswana,2002,1.7M,44.9,7800
Central African Republic,2002,3.8M,44.2,720
Canada,2002,31.2M,79.8,30.2k
Switzerland,2002,7.22M,80.9,39.8k
Chile,2002,15.7M,77.4,9920
China,2002,1.31B,72.0,3500
Cote d'Ivoire,2002,17.2M,51.7,1860
Cameroon,2002,16.4M,54.2,2060
"Congo, Dem. Rep.",2002,49.9M,54.4,430
"Congo, Rep.",2002,3.31M,54.7,2930
Colombia,2002,40.9M,73.4,6830
Comoros,2002,569k,62.5,1860
Cape Verde,2002,443k,70.8,3200
Costa Rica,2002,4.1M,78.4,8030
Cuba,2002,11.2M,77.9,
Cyprus,2002,977k,77.3,22.3k
Czech Republic,2002,10.3M,75.7,17.6k
Germany,2002,81.5M,78.8,28.9k
Djibouti,2002,747k,60.6,28.9k
Dominica,2002,69.8k,72.3,6000
Denmark,2002,5.37M,77.4,30.3k
Dominican Republic,2002,8.72M,73.9,6990
Algeria,2002,31.9M,71.8,8930
Ecuador,2002,13.1M,74.1,6050
Egypt,2002,71.5M,68.3,6150
Eritrea,2002,2.48M,56.6,1630
Spain,2002,41.9M,79.9,24.1k
Estonia,2002,1.38M,71.4,11.1k
Ethiopia,2002,70.1M,54.2,520
Finland,2002,5.21M,78.6,28.7k
Fiji,2002,815k,66.6,6400
France,2002,59.8M,79.5,28.8k
"Micronesia, Fed. Sts.",2002,107k,62.5,2710
Gabon,2002,1.29M,59.8,12.7k
United Kingdom,2002,59.3M,78.5,29.4k
Georgia,2002,4.26M,70.4,3660
Ghana,2002,20.2M,59.5,1880
Guinea,2002,8.59M,55.1,1320
Gambia,2002,1.4M,61.7,1790
Guinea-Bissau,2002,1.25M,52.1,1060
Equatorial Guinea,2002,658k,60.0,8230
Greece,2002,11.2M,78.9,8230
Grenada,2002,104k,72.1,7270
Guatemala,2002,12.2M,67.8,4940
Guyana,2002,745k,63.9,6280
"Hong Kong, China",2002,6.7M,81.1,29.8k
Honduras,2002,6.93M,70.4,2620
Holy See,2002,792,,
Croatia,2002,4.4M,75.0,12.6k
Haiti,2002,8.75M,58.2,2210
Hungary,2002,10.2M,72.6,13.7k
Indonesia,2002,217M,67.7,5040
India,2002,1.09B,63.8,2270
Ireland,2002,3.91M,77.8,29.5k
Iran,2002,67.3M,72.5,11.3k
Iraq,2002,24.9M,69.3,9930
Iceland,2002,285k,80.8,32.7k
Israel,2002,6.17M,78.9,24.3k
